"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0070669","response to interleukin-2","4/449","14/18670",0.000272790020641636,0.00298288197645231,0.00237982985366887,"PTK2B/JAK3/IL2RB/IL2RG",4
"BP","GO:0032874","positive regulation of stress-activated MAPK cascade","13/449","172/18670",0.000275913444945943,0.00300810959948462,0.00239995718384933,"SLAMF1/EDAR/TLR6/TNF/NCF1/PTK2B/CCL19/CD27/TNFSF11/RASGRP1/CCR7/MAP4K1/CD40LG",13
"BP","GO:0001562","response to protozoan","5/449","25/18670",0.000280788234297864,0.00304324895114009,0.00242799237892859,"IRF4/TSPAN32/CCDC88B/BATF/IRF8",5
"BP","GO:0002719","negative regulation of cytokine production involved in immune response","5/449","25/18670",0.000280788234297864,0.00304324895114009,0.00242799237892859,"CD96/TNF/JAK3/LILRB1/FOXP3",5
"BP","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","13/449","173/18670",0.000291954625634469,0.00315499353508216,0.00251714545268428,"SLAMF1/EDAR/TLR6/TNF/NCF1/PTK2B/CCL19/CD27/TNFSF11/RASGRP1/CCR7/MAP4K1/CD40LG",13
"BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","7/449","54/18670",0.000296239799213781,0.00319032326989645,0.00254533254097573,"CENPF/BUB1/TACC3/ESPL1/DLGAP5/BUB1B/AURKB",7
"BP","GO:0051057","positive regulation of small GTPase mediated signal transduction","8/449","71/18670",0.000296955463113835,0.00319032326989645,0.00254533254097573,"GPR55/GPR18/GPR65/RASGRP1/RASGRF1/VAV1/P2RY10/GPR174",8
"BP","GO:0046849","bone remodeling","9/449","90/18670",0.000313323651156885,0.00334665986815397,0.00267006241855432,"GPR55/INPP5D/CARTPT/PTK2B/PTH/CALCA/TNFSF11/ACP5/RAC2",9
"BP","GO:0051304","chromosome separation","9/449","90/18670",0.000313323651156885,0.00334665986815397,0.00267006241855432,"CENPF/NCAPH/BUB1/TACC3/ESPL1/DLGAP5/BUB1B/AURKB/TOP2A",9
"BP","GO:0072511","divalent inorganic cation transport","25/449","486/18670",0.000322235707349207,0.00343190341497638,0.002738072195395,"LCK/MCOLN2/FCRL3/CD84/FASLG/PTPRC/CXCR4/CCR5/PTK2B/CCL19/PTH/MS4A1/PTPN6/PLCB2/PRKCB/CD19/CORO1A/PLCG2/TRPV3/P2RX5/P2RX1/ATP2A3/CCR7/KCNN4/LILRB1",25
"BP","GO:0071624","positive regulation of granulocyte chemotaxis","5/449","26/18670",0.000340827815698048,0.00361945389293172,0.00288770541254254,"RIPOR2/CCL19/NCKAP1L/CCR7/RAC2",5
"BP","GO:0009988","cell-cell recognition","8/449","73/18670",0.000359843635627685,0.00381041321059775,0.00304005830099251,"ASTL/DOCK2/DOCK8/CCL19/CD6/HVCN1/ZPBP2/CCR7",8
"BP","GO:0051321","meiotic cell cycle","16/449","249/18670",0.000366675458848937,0.00387163056119866,0.00308889928084778,"NUF2/ASPM/NEK2/NCAPH/BUB1/FANCD2/DAZL/SGO1/MND1/MYBL1/ESPL1/BRCA2/BUB1B/TOP2A/BRIP1/MEI1",16
"BP","GO:0044784","metaphase/anaphase transition of cell cycle","7/449","56/18670",0.000372261228477695,0.00390821261236555,0.00311808550348839,"CENPF/BUB1/TACC3/ESPL1/DLGAP5/BUB1B/AURKB",7
"BP","GO:0090307","mitotic spindle assembly","7/449","56/18670",0.000372261228477695,0.00390821261236555,0.00311808550348839,"NEK2/KIFC1/AURKB/BIRC5/TPX2/MYBL2/KIF4A",7
"BP","GO:1903707","negative regulation of hemopoiesis","12/449","155/18670",0.000377500042881699,0.00395195357391778,0.0031529833127051,"RUNX3/MIXL1/CTLA4/GPR55/INPP5D/GPR171/CARTPT/PTK2B/LAG3/JAK3/LILRB1/FOXP3",12
"BP","GO:0045637","regulation of myeloid cell differentiation","16/449","251/18670",0.000400568578971653,0.00418157284280607,0.00333618023279507,"IL23R/CASP8/GPR55/INPP5D/GPR171/CARTPT/CAMK4/TNF/PTK2B/NCKAP1L/TNFSF11/POU4F1/PRKCB/GP1BA/EVI2B/LILRB1",16
"BP","GO:0002825","regulation of T-helper 1 type immune response","5/449","27/18670",0.000410093896715014,0.00426891528077635,0.00340586456593825,"IL23R/CCR2/CCL19/JAK3/IL12RB1",5
"BP","GO:0010965","regulation of mitotic sister chromatid separation","7/449","57/18670",0.000415722057529573,0.00431531206196191,0.0034428812651745,"CENPF/BUB1/TACC3/ESPL1/DLGAP5/BUB1B/AURKB",7
"BP","GO:0001894","tissue homeostasis","15/449","229/18670",0.000453650675025454,0.00469579420637303,0.00374644096790684,"GPR55/INPP5D/CCR2/CARTPT/PTK2B/PCDH15/CDHR1/PTH/CALCA/TNFSF11/CORO1A/ACP5/RAC2/VSIG1/SASH3",15
"BP","GO:0030889","negative regulation of B cell proliferation","4/449","16/18670",0.000477395944440933,0.00492774245172223,0.00393149601304298,"CTLA4/INPP5D/TNFRSF13B/BTK",4
"BP","GO:0010863","positive regulation of phospholipase C activity","6/449","43/18670",0.000536570353012039,0.005523077516339,0.00440647161412121,"GPR55/TXK/ITK/PTH/PLCB2/S1PR4",6
"BP","GO:0030316","osteoclast differentiation","9/449","97/18670",0.000547065964401537,0.0056154264033974,0.00448015023771733,"IL23R/GPR55/INPP5D/CARTPT/CAMK4/TNF/TNFSF11/POU4F1/LILRB1",9
"BP","GO:0007265","Ras protein signal transduction","23/449","448/18670",0.000568546567133384,0.00581970583301812,0.00464313029825597,"RALGPS2/GPR55/RHOH/DOK3/RIPOR2/FGD3/PTH/RASGRP2/PLEKHG7/GPR18/GPR65/RASGRP1/RASGRF1/RAB37/VAV1/RASAL3/RAC2/CYTH4/GRAP2/WAS/P2RY10/GPR174/ARHGAP4",23
"BP","GO:0051306","mitotic sister chromatid separation","7/449","60/18670",0.000570894652619004,0.00582755344847931,0.00464939135373926,"CENPF/BUB1/TACC3/ESPL1/DLGAP5/BUB1B/AURKB",7
"BP","GO:0035025","positive regulation of Rho protein signal transduction","5/449","29/18670",0.000579869264194993,0.00587037977625975,0.00468355944157494,"GPR55/GPR18/GPR65/P2RY10/GPR174",5
"BP","GO:0070229","negative regulation of lymphocyte apoptotic process","5/449","29/18670",0.000579869264194993,0.00587037977625975,0.00468355944157494,"IL7R/DOCK8/CD27/AURKB/JAK3",5
"BP","GO:1902624","positive regulation of neutrophil migration","5/449","29/18670",0.000579869264194993,0.00587037977625975,0.00468355944157494,"RIPOR2/CCL19/NCKAP1L/CCR7/RAC2",5
"BP","GO:0061756","leukocyte adhesion to vascular endothelial cell","6/449","44/18670",0.000608847966241346,0.00614686234410783,0.00490414526232755,"SELL/ITGA4/CCR2/TNF/ITGB7/SELPLG",6
"BP","GO:0007076","mitotic chromosome condensation","4/449","17/18670",0.000612492736023507,0.0061499611232878,0.00490661755833545,"NCAPH/NCAPG/CDCA5/NUSAP1",4
"BP","GO:0030011","maintenance of cell polarity","4/449","17/18670",0.000612492736023507,0.0061499611232878,0.00490661755833545,"ANK1/CRB2/NCKAP1L/CARMIL2",4
"BP","GO:0097530","granulocyte migration","11/449","141/18670",0.000614250027471073,0.00615084606312745,0.0049073235890352,"PIK3CD/MCOLN2/CXCL13/RIPOR2/CCL19/JAML/NCKAP1L/CCL22/CCR7/VAV1/RAC2",11
"BP","GO:0032872","regulation of stress-activated MAPK cascade","15/449","237/18670",0.000648572220791359,0.00647693396643945,0.00516748598679294,"PTPN22/SLAMF1/EDAR/TLR6/TNF/NCF1/PTK2B/PBK/CCL19/CD27/TNFSF11/RASGRP1/CCR7/MAP4K1/CD40LG",15
"BP","GO:0001782","B cell homeostasis","5/449","30/18670",0.00068223504293165,0.00675816164839551,0.00539185759736304,"DOCK10/GAPT/NCKAP1L/TNFRSF13B/FOXP3",5
"BP","GO:0050690","regulation of defense response to virus by virus","5/449","30/18670",0.00068223504293165,0.00675816164839551,0.00539185759736304,"LCK/CD247/CD8B/CD28/DOCK2",5
"BP","GO:0090022","regulation of neutrophil chemotaxis","5/449","30/18670",0.00068223504293165,0.00675816164839551,0.00539185759736304,"RIPOR2/CCL19/NCKAP1L/CCR7/RAC2",5
"BP","GO:1900274","regulation of phospholipase C activity","6/449","45/18670",0.000688452501698171,0.00680146774465888,0.00542640845842526,"GPR55/TXK/ITK/PTH/PLCB2/S1PR4",6
"BP","GO:1905818","regulation of chromosome separation","7/449","62/18670",0.000697672700337806,0.00687412807685779,0.0054843789812651,"CENPF/BUB1/TACC3/ESPL1/DLGAP5/BUB1B/AURKB",7
"BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","15/449","239/18670",0.000707168946629745,0.0069491135155483,0.0055442045415772,"PTPN22/SLAMF1/EDAR/TLR6/TNF/NCF1/PTK2B/PBK/CCL19/CD27/TNFSF11/RASGRP1/CCR7/MAP4K1/CD40LG",15
"BP","GO:0032102","negative regulation of response to external stimulus","21/449","400/18670",0.000734415627573627,0.00719766379683196,0.00574250517304911,"CNR2/TNFAIP8L2/PTPRC/CR1/MIR205/CD96/STAP1/CXCL13/CARTPT/ADTRP/PBK/KLRC4-KLRK1/GPR18/SEMA7A/NLRC3/ADCY7/NLRC5/GP1BA/ACP5/LILRB1/FOXP3",21
"BP","GO:0070374","positive regulation of ERK1 and ERK2 cascade","14/449","215/18670",0.000737037405950753,0.00720419851705179,0.00574771876258678,"PTPN22/SLAMF1/PTPRC/GPR55/APELA/TNF/PTK2B/CCL19/TNFSF11/RASGRP1/SEMA7A/CCL22/SCIMP/CCR7",14
"BP","GO:0007062","sister chromatid cohesion","7/449","63/18670",0.000768908444883146,0.0074337440808199,0.00593085687859173,"BUB1/SGO1/ESCO2/CDCA5/ESPL1/BUB1B/HASPIN",7
"BP","GO:0038093","Fc receptor signaling pathway","15/449","241/18670",0.000770207314873718,0.0074337440808199,0.00593085687859173,"CD247/PTPRC/ITK/LCP2/CARD11/MYO1G/LAT2/CD3G/NCKAP1L/PLCG2/VAV1/LILRA4/GRAP2/WAS/BTK",15
"BP","GO:0032693","negative regulation of interleukin-10 production","4/449","18/18670",0.000772625232823344,0.0074337440808199,0.00593085687859173,"IL23R/JAK3/LILRB1/FOXP3",4
"BP","GO:0043011","myeloid dendritic cell differentiation","4/449","18/18670",0.000772625232823344,0.0074337440808199,0.00593085687859173,"CAMK4/IRF4/UBD/BATF",4
"BP","GO:0051782","negative regulation of cell division","4/449","18/18670",0.000772625232823344,0.0074337440808199,0.00593085687859173,"ASPM/E2F8/BLM/AURKB",4
"BP","GO:0070233","negative regulation of T cell apoptotic process","4/449","18/18670",0.000772625232823344,0.0074337440808199,0.00593085687859173,"IL7R/DOCK8/CD27/JAK3",4
"BP","GO:1900015","regulation of cytokine production involved in inflammatory response","6/449","46/18670",0.000775877514940343,0.00744559542332073,0.005940312223762,"GBP5/TLR6/GPSM3/CD6/NLRC3/ADCY7",6
"BP","GO:0071621","granulocyte chemotaxis","10/449","123/18670",0.000781370400126533,0.00747883097263968,0.00596682851005716,"PIK3CD/CXCL13/RIPOR2/CCL19/JAML/NCKAP1L/CCL22/CCR7/VAV1/RAC2",10
"BP","GO:0002367","cytokine production involved in immune response","9/449","102/18670",0.00078919408821067,0.00753414563486093,0.00601096015372894,"CCR2/CD96/TNF/SEMA7A/JAK3/LILRB1/FOXP3/BTK/SASH3",9
"BP","GO:0097696","receptor signaling pathway via STAT","12/449","169/18670",0.000818669593120221,0.00779534224973647,0.00621935039734741,"IL23R/PTPRC/IL24/STAT4/CCR2/IL7R/TNF/PTK2B/IL10RA/CDK5R1/JAK3/PTPRT",12
"BP","GO:1902106","negative regulation of leukocyte differentiation","9/449","103/18670",0.000846762308518295,0.00804205955383999,0.00641618862640151,"RUNX3/CTLA4/GPR55/INPP5D/CARTPT/LAG3/JAK3/LILRB1/FOXP3",9
"BP","GO:0034502","protein localization to chromosome","8/449","83/18670",0.000857206271493672,0.00812032162070483,0.00647862837581336,"CENPA/TERT/EZH2/ESCO2/CDCA5/BRCA2/HASPIN/AURKB",8
"BP","GO:0007051","spindle organization","12/449","170/18670",0.000862157529946973,0.0081462833278323,0.00649934137960026,"NUF2/ASPM/NEK2/TACC3/KIFC1/ESPL1/AURKB/BIRC5/FSD1/TPX2/MYBL2/KIF4A",12
"BP","GO:0043303","mast cell degranulation","6/449","47/18670",0.000871630977067333,0.0081921262835318,0.0065359162207825,"PIK3CD/CD84/LAT2/RASGRP1/RAC2/BTK",6
"BP","GO:0070231","T cell apoptotic process","6/449","47/18670",0.000871630977067333,0.0081921262835318,0.0065359162207825,"FASLG/PDCD1/IL7R/DOCK8/CD27/JAK3",6
"BP","GO:0031334","positive regulation of protein-containing complex assembly","15/449","244/18670",0.000873678596859701,0.0081921262835318,0.0065359162207825,"GBP5/AIM2/TLR6/CXCL13/TNF/PTK2B/NCKAP1L/LCP1/TCL1A/CORO1A/CARMIL2/CDK5R1/CCR7/NPHS1/WAS",15
"BP","GO:0051651","maintenance of location in cell","14/449","219/18670",0.000882062289609898,0.00824974501830577,0.00658188612043934,"LCK/MCOLN2/FASLG/ASPM/PTPRC/CCR5/PTK2B/CCL19/PTPN6/PLCB2/CD19/CORO1A/PLCG2/CCR7",14
"BP","GO:0071353","cellular response to interleukin-4","5/449","32/18670",0.000926764984811584,0.00864589612412832,0.00689794697555964,"IL24/TCF7/CORO1A/JAK3/IL2RG",5
"BP","GO:0002313","mature B cell differentiation involved in immune response","4/449","19/18670",0.000960199693636208,0.00889029113329002,0.00709293241027752,"DOCK10/PTK2B/PLCG2/C17orf99",4
"BP","GO:0002544","chronic inflammatory response","4/449","19/18670",0.000960199693636208,0.00889029113329002,0.00709293241027752,"CXCL13/LTA/TNF/FOXP3",4
"BP","GO:0002710","negative regulation of T cell mediated immunity","4/449","19/18670",0.000960199693636208,0.00889029113329002,0.00709293241027752,"PTPRC/IL7R/LILRB1/FOXP3",4
"BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","11/449","149/18670",0.000971435038266918,0.00894881840793877,0.00713962716942741,"AIM2/TRAF5/TLR6/TNF/CARD11/TRIM14/RTKN2/TNFSF11/PRKCB/BTK/CD40LG",11
"BP","GO:0001774","microglial cell activation","6/449","48/18670",0.000976234735411503,0.00894881840793877,0.00713962716942741,"PTPRC/TLR6/STAP1/TNF/MIR142/TLR7",6
"BP","GO:0002269","leukocyte activation involved in inflammatory response","6/449","48/18670",0.000976234735411503,0.00894881840793877,0.00713962716942741,"PTPRC/TLR6/STAP1/TNF/MIR142/TLR7",6
"BP","GO:0002279","mast cell activation involved in immune response","6/449","48/18670",0.000976234735411503,0.00894881840793877,0.00713962716942741,"PIK3CD/CD84/LAT2/RASGRP1/RAC2/BTK",6
"BP","GO:0051785","positive regulation of nuclear division","7/449","66/18670",0.00101762672703418,0.00930509798789319,0.00742387736347516,"CD28/DAZL/CDCA5/ESPL1/DLGAP5/NUSAP1/UBE2C",7
"BP","GO:0001914","regulation of T cell mediated cytotoxicity","5/449","33/18670",0.00107093698798826,0.00974420444626356,0.00777420924613701,"IL23R/PTPRC/IL7R/IL12RB1/LILRB1",5
"BP","GO:0070232","regulation of T cell apoptotic process","5/449","33/18670",0.00107093698798826,0.00974420444626356,0.00777420924613701,"PDCD1/IL7R/DOCK8/CD27/JAK3",5
"BP","GO:0032760","positive regulation of tumor necrosis factor production","8/449","86/18670",0.00108337262854757,0.00983307422708819,0.00784511213775829,"TNFRSF8/CD2/PTPRC/CCR2/CCL19/RASGRP1/CYBB/SASH3",8
"BP","GO:0002448","mast cell mediated immunity","6/449","49/18670",0.00109022394385095,0.00987094651865052,0.00787532775165062,"PIK3CD/CD84/LAT2/RASGRP1/RAC2/BTK",6
"CC","GO:0009897","external side of plasma membrane","45/467","393/19717",1.68576795738059e-18,6.32162984017721e-16,5.50092701882087e-16,"TNFRSF9/IL23R/CD2/FCRL6/FASLG/PTPRC/CXCR4/CD28/CTLA4/ICOS/PDCD1/CCR4/CCR9/CCR2/CCR5/CD86/IL7R/BTN1A1/TNF/CCR6/MS4A1/CD6/CD5/CD3E/CD3D/CD3G/CXCR5/CD27/LAG3/KLRC4-KLRK1/SEMA7A/CD19/P2RX1/GP1BA/CCR7/CD79B/FCER2/IL12RB1/CD79A/LILRB1/IGLL5/IL2RB/IL2RG/CXCR3/CD40LG",45
"CC","GO:0001772","immunological synapse","12/467","36/19717",2.02502772208109e-11,3.79692697890204e-09,3.30399259918493e-09,"LCK/CD53/ZAP70/CD28/RHOH/GZMA/CARD11/CD6/CD3E/CORO1A/SCIMP/CD37",12
"CC","GO:0098802","plasma membrane signaling receptor complex","27/467","295/19717",2.29108545851492e-09,2.86385682314364e-07,2.49205786715658e-07,"IL23R/CD247/TRAF5/CD8B/ZAP70/ITGA4/TRAT1/TLR6/PTK2B/APBB1IP/TSPAN32/CD6/HTR3A/CD3E/CD3D/CD3G/PTPN6/ITGB7/ITGAL/ITGAX/ITGAD/CD79B/IL12RB1/CD79A/CSF2RB/IL2RB/SHISA8",27
"CC","GO:0000793","condensed chromosome","23/467","223/19717",3.71126643584044e-09,3.47931228360041e-07,3.02761209239615e-07,"NUF2/NEK2/CENPF/CENPA/NCAPH/BUB1/HJURP/FANCD2/SGO1/NCAPG/CENPK/MKI67/CDCA5/SKA3/BRCA2/BUB1B/BLM/AURKB/TOP2A/BIRC5/SKA1/CENPM/SEPTIN6",23
"CC","GO:0000779","condensed chromosome, centromeric region","16/467","118/19717",1.92930363953972e-08,1.44697772965479e-06,1.25912448054171e-06,"NUF2/NEK2/CENPF/CENPA/BUB1/HJURP/SGO1/NCAPG/CENPK/SKA3/BUB1B/AURKB/BIRC5/SKA1/CENPM/SEPTIN6",16
"CC","GO:0000775","chromosome, centromeric region","20/467","193/19717",3.60019586662617e-08,2.25012241664135e-06,1.95800126079669e-06,"CDCA8/NUF2/NEK2/CENPF/CENPA/BUB1/HJURP/SGO1/NCAPG/CENPK/IKZF1/ESCO2/CDCA5/SKA3/BUB1B/AURKB/BIRC5/SKA1/CENPM/SEPTIN6",20
"CC","GO:0000777","condensed chromosome kinetochore","14/467","105/19717",1.84843541746922e-07,9.90233259358511e-06,8.61676660775126e-06,"NUF2/NEK2/CENPF/CENPA/BUB1/HJURP/SGO1/CENPK/SKA3/BUB1B/BIRC5/SKA1/CENPM/SEPTIN6",14
"CC","GO:0000776","kinetochore","15/467","135/19717",7.56572958100953e-07,3.54643574109822e-05,3.08602127646441e-05,"NUF2/NEK2/CENPF/CENPA/BUB1/HJURP/SGO1/CENPK/SKA3/BUB1B/AURKB/BIRC5/SKA1/CENPM/SEPTIN6",15
"CC","GO:0098687","chromosomal region","25/467","347/19717",9.15794913198318e-07,3.69635155932519e-05,3.21647433934263e-05,"CDCA8/NUF2/NEK2/CENPF/CENPA/BUB1/NABP1/HJURP/SGO1/NCAPG/TERT/CENPK/IKZF1/EZH2/ESCO2/CDCA5/SKA3/BRCA2/BUB1B/BLM/AURKB/BIRC5/SKA1/CENPM/SEPTIN6",25
"CC","GO:0098636","protein complex involved in cell adhesion","8/467","34/19717",9.85693749153385e-07,3.69635155932519e-05,3.21647433934263e-05,"ITGA4/CD28/CTLA4/TSPAN32/ITGB7/ITGAL/ITGAX/ITGAD",8
"CC","GO:0000780","condensed nuclear chromosome, centromeric region","7/467","26/19717",1.78020927411664e-06,6.06889525267035e-05,5.28100358828859e-05,"NUF2/CENPA/BUB1/SGO1/CENPK/BUB1B/AURKB",7
"CC","GO:0001891","phagocytic cup","7/467","27/19717",2.3544822366778e-06,7.35775698961812e-05,6.40253941552735e-05,"ARHGAP25/TNF/MYO1G/BIN2/LCP1/CORO1A/SH3BP1",7
"CC","GO:0005819","spindle","24/467","347/19717",3.08258461948723e-06,8.89207101775162e-05,7.73766179790317e-05,"CDCA8/ASPM/NEK2/CENPF/SGO1/KIF15/KBTBD8/TACC3/KIFC1/LRMP/ESPL1/SKA3/DLGAP5/BUB1B/NUSAP1/SHCBP1/HASPIN/AURKB/KIF18B/BIRC5/SKA1/TPX2/KIF4A/SEPTIN6",24
"CC","GO:0045121","membrane raft","22/467","315/19717",6.79507755707759e-06,0.000178652159813693,0.000155458721522091,"LCK/CD2/CD48/FASLG/PTPRC/ZAP70/CASP8/INPP5D/TLR6/LCP2/ADTRP/TNF/CARD11/LAT2/PTK2B/MS4A1/BIRC3/SELPLG/CD19/P2RX1/CD79A/BTK",22
"CC","GO:0098857","membrane microdomain","22/467","316/19717",7.14608639254773e-06,0.000178652159813693,0.000155458721522091,"LCK/CD2/CD48/FASLG/PTPRC/ZAP70/CASP8/INPP5D/TLR6/LCP2/ADTRP/TNF/CARD11/LAT2/PTK2B/MS4A1/BIRC3/SELPLG/CD19/P2RX1/CD79A/BTK",22
"CC","GO:0000940","condensed chromosome outer kinetochore","5/467","14/19717",1.22406422448361e-05,0.000283367034308695,0.000246579033363356,"CENPF/BUB1/SKA3/BUB1B/SKA1",5
"CC","GO:0098589","membrane region","22/467","328/19717",1.28459722219942e-05,0.000283367034308695,0.000246579033363356,"LCK/CD2/CD48/FASLG/PTPRC/ZAP70/CASP8/INPP5D/TLR6/LCP2/ADTRP/TNF/CARD11/LAT2/PTK2B/MS4A1/BIRC3/SELPLG/CD19/P2RX1/CD79A/BTK",22
"CC","GO:0000778","condensed nuclear chromosome kinetochore","5/467","15/19717",1.80040789634812e-05,0.000375084978405857,0.000326389735595272,"NUF2/CENPA/BUB1/CENPK/BUB1B",5
"CC","GO:0000794","condensed nuclear chromosome","11/467","99/19717",2.2612850839317e-05,0.000446306266565467,0.000388364751256968,"NUF2/NEK2/CENPA/NCAPH/BUB1/SGO1/CENPK/BRCA2/BUB1B/BLM/AURKB",11
"CC","GO:0008305","integrin complex","6/467","31/19717",7.61048583208175e-05,0.00142696609351533,0.00124171084628702,"ITGA4/TSPAN32/ITGB7/ITGAL/ITGAX/ITGAD",6
"CC","GO:0035579","specific granule membrane","9/467","91/19717",0.000305295409052161,0.00530755252311957,0.00461850184467949,"KCNAB2/SLC2A5/CD53/HVCN1/ITGAL/P2RX1/RAB37/TMC6/CYBB",9
"CC","GO:0009898","cytoplasmic side of plasma membrane","12/467","154/19717",0.000311376414689682,0.00530755252311957,0.00461850184467949,"KCNAB2/CNR2/LCK/PTPN22/CD2/PTPRC/PTPN7/TRAF5/BLK/PTK2B/ANK1/CARMIL2",12
"CC","GO:0098562","cytoplasmic side of membrane","13/467","178/19717",0.000334187557830637,0.0053842977222474,0.00468528363199072,"KCNAB2/CNR2/LCK/PTPN22/CD2/PTPRC/PTPN7/TRAF5/BLK/PTK2B/ANK1/CARMIL2/RASAL3",13
"CC","GO:0043020","NADPH oxidase complex","4/467","15/19717",0.000344595054223834,0.0053842977222474,0.00468528363199072,"NCF1B/NCF1/NCF1C/CYBB",4
"CC","GO:0005876","spindle microtubule","7/467","59/19717",0.000470830753846328,0.00706246130769492,0.00614558036599417,"SKA3/NUSAP1/AURKB/KIF18B/BIRC5/SKA1/KIF4A",7
"MF","GO:0140375","immune receptor activity","24/436","128/17696",7.63714180343803e-15,4.09350800664278e-12,3.67386716228545e-12,"IL23R/CR2/CR1/CXCR4/CCR4/CCR9/CCR2/CCR5/IL7R/HLA-DOB/HLA-DOA/CCR6/IL10RA/CXCR5/KLRC4-KLRK1/IL21R/CCR7/IL12RB1/LILRB1/CSF2RB/IL2RB/IL17REL/IL2RG/CXCR3",24
"MF","GO:0004896","cytokine receptor activity","18/436","96/17696",1.85037648732803e-11,4.95900898603913e-09,4.4506423932048e-09,"IL23R/CXCR4/CCR4/CCR9/CCR2/CCR5/IL7R/CCR6/IL10RA/CXCR5/IL21R/CCR7/IL12RB1/CSF2RB/IL2RB/IL17REL/IL2RG/CXCR3",18
"MF","GO:0016493","C-C chemokine receptor activity","9/436","23/17696",1.85440753004572e-09,2.63932582258498e-07,2.36875864281488e-07,"CXCR4/CCR4/CCR9/CCR2/CCR5/CCR6/CXCR5/CCR7/CXCR3",9
"MF","GO:0005164","tumor necrosis factor receptor binding","10/436","31/17696",2.07653281195512e-09,2.63932582258498e-07,2.36875864281488e-07,"FASLG/TRAF5/CASP8/LTA/TNF/LTB/TNFSF8/TNFSF11/CD70/CD40LG",10
"MF","GO:0019957","C-C chemokine binding","9/436","24/17696",2.90274541324615e-09,2.63932582258498e-07,2.36875864281488e-07,"CXCR4/CCR4/CCR9/CCR2/CCR5/CCR6/CXCR5/CCR7/CXCR3",9
"MF","GO:0019956","chemokine binding","10/436","32/17696",2.95446920438617e-09,2.63932582258498e-07,2.36875864281488e-07,"CXCR4/ITGA4/CCR4/CCR9/CCR2/CCR5/CCR6/CXCR5/CCR7/CXCR3",10
"MF","GO:0001637","G protein-coupled chemoattractant receptor activity","9/436","26/17696",6.6393614463454e-09,4.44837216905142e-07,3.99235286971033e-07,"CXCR4/CCR4/CCR9/CCR2/CCR5/CCR6/CXCR5/CCR7/CXCR3",9
"MF","GO:0004950","chemokine receptor activity","9/436","26/17696",6.6393614463454e-09,4.44837216905142e-07,3.99235286971033e-07,"CXCR4/CCR4/CCR9/CCR2/CCR5/CCR6/CXCR5/CCR7/CXCR3",9
"MF","GO:0032813","tumor necrosis factor receptor superfamily binding","10/436","46/17696",1.37104184354431e-07,8.16531586821945e-06,7.32825874268713e-06,"FASLG/TRAF5/CASP8/LTA/TNF/LTB/TNFSF8/TNFSF11/CD70/CD40LG",10
"MF","GO:0019955","cytokine binding","15/436","128/17696",6.12460292956519e-07,3.28278717024694e-05,2.94625635664347e-05,"IL23R/CXCR4/ITGA4/CCR4/CCR9/CCR2/CCR5/CCR6/IL10RA/CXCR5/CCR7/IL12RB1/IL2RB/IL2RG/CXCR3",15
"MF","GO:0015026","coreceptor activity","9/436","44/17696",1.01631871617155e-06,4.95224392607229e-05,4.4445708448842e-05,"FCRL1/CD8B/CXCR4/ITGA4/CD28/CCR5/CD86/TMIGD2/LILRA4",9
"MF","GO:0004715","non-membrane spanning protein tyrosine kinase activity","9/436","46/17696",1.51197217633351e-06,6.75347572095633e-05,6.06115161916152e-05,"LCK/ZAP70/TXK/ITK/BLK/PTK2B/MELK/JAK3/BTK",9
"MF","GO:0042169","SH2 domain binding","8/436","36/17696",2.1029931933143e-06,8.67080270474202e-05,7.7819262295112e-05,"LCK/LAX1/LAT2/SIT1/PTPN6/SYNGR3/SHCBP1/LILRB1",8
"MF","GO:0001614","purinergic nucleotide receptor activity","6/436","21/17696",8.56588016849445e-06,0.000306087451354202,0.000274709279789612,"GPR171/GPR87/P2RY13/P2RX5/P2RX1/P2RY10",6
"MF","GO:0016502","nucleotide receptor activity","6/436","21/17696",8.56588016849445e-06,0.000306087451354202,0.000274709279789612,"GPR171/GPR87/P2RY13/P2RX5/P2RX1/P2RY10",6
"MF","GO:0050664","oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor","5/436","17/17696",4.29824292244156e-05,0.00143991137901792,0.00129230066812881,"KMO/NCF1B/NCF1/NCF1C/CYBB",5
"MF","GO:0001784","phosphotyrosine residue binding","7/436","40/17696",4.84653429134809e-05,0.00152808375303681,0.00137143416170036,"LCK/ZAP70/STAP1/PTPN6/PLCG2/SHD/VAV1",7
"MF","GO:0016175","superoxide-generating NADPH oxidase activity","4/436","12/17696",0.000153764602006568,0.00457876814864002,0.0041093814688305,"NCF1B/NCF1/NCF1C/CYBB",4
"MF","GO:0045309","protein phosphorylated amino acid binding","7/436","51/17696",0.000238403079689757,0.00672547635335315,0.00603602257164649,"LCK/ZAP70/STAP1/PTPN6/PLCG2/SHD/VAV1",7
